species_id,year,endangered_status
135238,2012,Near Threatened
135238,2008,Near Threatened
135238,2004,Near Threatened
135238,2000,Lower Risk/near threatened
135238,1994,Lower Risk/least concern
135238,1988,Lower Risk/least concern
135239,2021,Least Concern
135239,2020,Least Concern
135239,2017,Least Concern
135239,2016,Least Concern
135239,2015,Least Concern
135239,2014,Least Concern
135240,2021,Least Concern
135240,2018,Least Concern
135240,2016,Least Concern
135240,2015,Least Concern
135240,2012,Least Concern
135240,2009,Least Concern
135240,2008,Least Concern
135240,2004,Least Concern
135240,2000,Lower Risk/least concern
135240,1994,Lower Risk/least concern
135240,1988,Lower Risk/least concern
134531,2022,Least Concern
134531,2012,Least Concern
136429,2015,Near Threatened
136429,2008,Endangered
136429,1996,Endangered
136429,1994,Endangered
136429,1990,Vulnerable
136429,1988,Vulnerable
136429,1986,Vulnerable
136429,1965,"""Status inadequately known-survey required or data sought"""
68534,2021,Least Concern
68534,2020,Least Concern
130015,2020,Vulnerable
130015,2019,Vulnerable
130015,2008,Vulnerable
130015,1996,Lower Risk/near threatened
130015,1994,Vulnerable
130015,1990,Vulnerable
130015,1988,Vulnerable
130015,1986,Insufficiently Known
96575,2020,Near Threatened
96575,2008,Least Concern
96575,2000,Lower Risk/least concern
96575,1996,Lower Risk/least concern
96575,1988,Not Threatened
134532,2014,Least Concern
134533,2014,Least Concern
134533,2011,Least Concern
134534,2014,Least Concern
95623,1996,Vulnerable
95623,1994,Vulnerable
95623,1990,Vulnerable
95623,1988,Vulnerable
95623,1986,Insufficiently Known
95623,1982,Insufficiently Known
134535,2020,Vulnerable
134535,1996,Vulnerable
134535,1994,Rare
134535,1990,Rare
134535,1988,Rare
134535,1986,Rare
134536,2016,Least Concern
137384,2013,Least Concern
137393,2013,Least Concern
35414,2016,Least Concern
35414,2012,Least Concern
35414,2009,Least Concern
35414,2008,Least Concern
35414,2004,Least Concern
35414,2000,Lower Risk/least concern
35414,1994,Lower Risk/least concern
35414,1988,Lower Risk/least concern
110967,2016,Near Threatened
110967,2014,Near Threatened
35426,2016,Least Concern
35426,2012,Least Concern
35426,2009,Least Concern
35426,2008,Least Concern
35426,2004,Least Concern
35426,2000,Lower Risk/least concern
35426,1994,Lower Risk/least concern
35426,1988,Lower Risk/least concern
35429,2016,Least Concern
35429,2012,Least Concern
35429,2009,Least Concern
35429,2008,Least Concern
35429,2004,Least Concern
35429,2000,Lower Risk/least concern
35429,1994,Lower Risk/least concern
35429,1988,Lower Risk/least concern
121117,2021,Vulnerable
121117,2018,Near Threatened
121117,2016,Near Threatened
121117,2013,Near Threatened
121117,2012,Near Threatened
121117,2008,Near Threatened
121117,2005,Near Threatened
121117,2004,Least Concern
121117,2000,Lower Risk/least concern
121117,1994,Lower Risk/least concern
121117,1988,Lower Risk/least concern
137394,2017,Least Concern
137394,2013,Least Concern
137395,2017,Least Concern
137395,2013,Least Concern
95675,1996,Vulnerable
95675,1994,Vulnerable
95675,1990,Vulnerable
95675,1988,Vulnerable
95675,1986,Vulnerable
95675,1982,Vulnerable
137399,2017,Near Threatened
137399,1998,Not Threatened
137399,1998,Endangered
135243,2020,Least Concern
135243,2016,Least Concern
135243,2013,Least Concern
135243,2012,Least Concern
135243,2009,Least Concern
135243,2008,Least Concern
135243,2004,Least Concern
135243,2000,Lower Risk/least concern
135243,1994,Lower Risk/least concern
135243,1988,Lower Risk/least concern
136435,2016,Least Concern
136435,2008,Least Concern
136435,1996,Lower Risk/least concern
134543,2019,Least Concern
98005,2021,Endangered
98005,2015,Endangered
98005,2008,Endangered
98005,2004,Data Deficient
98005,2000,Data Deficient
98005,1996,Vulnerable
98005,1994,Insufficiently Known
98005,1990,Insufficiently Known
98005,1988,Insufficiently Known
118210,2019,Endangered
118210,2014,Endangered
118210,2008,Near Threatened
118210,1996,Lower Risk/near threatened
136436,2015,Vulnerable
136436,2008,Vulnerable
136436,1996,Vulnerable
136436,1994,Endangered
77979,1996,Data Deficient
77979,1996,Vulnerable
77979,1994,Vulnerable
137424,2018,Least Concern
33795,2018,Least Concern
33797,2018,Least Concern
18157,2019,Least Concern
18157,2008,Least Concern
18157,2000,Lower Risk/least concern
18157,1996,Lower Risk/least concern
18157,1988,Not Threatened
136437,2020,Near Threatened
136437,2008,Near Threatened
136437,1996,Vulnerable
136437,1988,Indeterminate
135244,2021,Least Concern
135244,2016,Least Concern
135244,2015,Least Concern
135244,2013,Least Concern
135244,2012,Least Concern
135244,2009,Least Concern
135244,2008,Least Concern
135244,2004,Least Concern
135244,2000,Lower Risk/least concern
135244,1994,Lower Risk/least concern
135244,1988,Lower Risk/least concern
137427,2015,Endangered
131907,2015,Near Threatened
131907,1996,Data Deficient
131907,1994,Rare
131907,1990,Rare
131907,1988,Rare
131907,1986,Rare
131907,1983,Rare
137428,2013,Critically Endangered
137429,2013,Vulnerable
137430,2013,Least Concern
137431,2013,Least Concern
137432,2013,Endangered
137433,2013,Vulnerable
137434,2013,Critically Endangered
110587,2022,Near Threatened
110587,2016,Near Threatened
110587,2015,Near Threatened
110587,2012,Vulnerable
110587,2008,Vulnerable
110587,2004,Vulnerable
110587,2000,Vulnerable
110587,1996,Vulnerable
110587,1994,Vulnerable
110587,1988,Threatened
121056,2018,Endangered
121056,2016,Endangered
121056,2013,Endangered
121056,2012,Endangered
121056,2009,Endangered
121056,2008,Vulnerable
121056,2004,Vulnerable
121056,2000,Vulnerable
121056,1996,Vulnerable
121056,1994,Vulnerable
121056,1988,Threatened
117794,2018,Near Threatened
117794,2017,Near Threatened
117794,2016,Vulnerable
117794,2012,Vulnerable
117794,2008,Vulnerable
117794,2006,Vulnerable
117794,2004,Vulnerable
117794,2000,Lower Risk/conservation dependent
117794,1996,Vulnerable
117794,1994,Vulnerable
117794,1988,Threatened
135246,2021,Least Concern
135246,2016,Least Concern
135246,2015,Least Concern
135246,2013,Least Concern
135246,2012,Least Concern
135246,2009,Least Concern
135246,2008,Least Concern
135246,2004,Least Concern
135246,2000,Lower Risk/least concern
135246,1994,Lower Risk/least concern
135246,1988,Lower Risk/least concern
109916,2020,Near Threatened
109916,2016,Least Concern
134544,2021,Least Concern
134544,2006,Least Concern
134545,2022,Least Concern
134545,2014,Least Concern
134547,2011,Least Concern
134547,2006,Least Concern
135247,2021,Least Concern
135247,2018,Least Concern
135247,2016,Least Concern
135247,2012,Least Concern
135247,2009,Least Concern
135247,2008,Least Concern
135247,2004,Least Concern
135247,2000,Not Recognized
135247,1994,Not Recognized
135247,1988,Not Recognized
137436,2004,Vulnerable
34581,2016,Least Concern
34581,2012,Least Concern
34581,2009,Least Concern
34581,2008,Least Concern
34581,2004,Least Concern
34581,2000,Lower Risk/least concern
34581,1994,Lower Risk/least concern
34581,1988,Lower Risk/least concern
109997,2016,Near Threatened
109997,2012,Near Threatened
109997,2008,Near Threatened
109997,2005,Near Threatened
109997,2004,Vulnerable
109997,2000,Vulnerable
109997,1996,Vulnerable
109997,1994,Vulnerable
109997,1988,Threatened
109998,2022,Endangered
109998,2016,Vulnerable
109998,2013,Vulnerable
109998,2012,Vulnerable
109998,2008,Vulnerable
109998,2004,Vulnerable
109998,2000,Vulnerable
109998,1996,Vulnerable
109998,1994,Vulnerable
109998,1988,Threatened
98781,2016,Near Threatened
98781,2008,Near Threatened
98781,1996,Lower Risk/least concern
135249,2022,Near Threatened
135249,2016,Near Threatened
135249,2012,Near Threatened
135249,2008,Near Threatened
135249,2004,Near Threatened
135249,2000,Lower Risk/near threatened
135249,1994,Lower Risk/near threatened
135249,1988,Near Threatened
135250,2020,Vulnerable
135250,2016,Endangered
135250,2013,Endangered
135250,2012,Endangered
135250,2009,Endangered
135250,2008,Vulnerable
135250,2004,Vulnerable
135250,2000,Vulnerable
135250,1996,Vulnerable
135250,1994,Vulnerable
135250,1988,Threatened
136440,2018,Least Concern
136440,2008,Least Concern
136440,2003,Least Concern
136440,1996,Lower Risk/least concern
96616,2020,Endangered
96616,2008,Near Threatened
96616,2000,Lower Risk/least concern
96616,1996,Lower Risk/least concern
134550,2018,Least Concern
134551,2022,Vulnerable
134553,2018,Least Concern
24564,2015,Least Concern
24564,2008,Least Concern
24564,2004,Vulnerable
24564,1996,Data Deficient
24564,1994,Insufficiently Known
24564,1990,Insufficiently Known
136897,2022,Critically Endangered
136897,2010,Critically Endangered
136897,1996,Critically Endangered
136897,1994,Endangered
136897,1990,Endangered
136897,1988,Endangered
134555,2011,Least Concern
134555,1996,Vulnerable
134555,1994,Insufficiently Known
134555,1990,Insufficiently Known
134555,1988,Insufficiently Known
134555,1986,Insufficiently Known
134556,2011,Least Concern
134556,1996,Vulnerable
134556,1994,Insufficiently Known
134556,1990,Insufficiently Known
134556,1988,Insufficiently Known
134556,1986,Insufficiently Known
76404,2022,Vulnerable
76404,2004,Near Threatened
76404,1996,Vulnerable
76404,1994,Rare
76404,1990,Rare
76404,1988,Rare
76404,1986,Rare
136446,2018,Least Concern
136446,2012,Least Concern
136446,2008,Least Concern
136446,1996,Lower Risk/conservation dependent
136446,1994,Vulnerable
136446,1990,Vulnerable
136446,1988,Endangered
136446,1986,Endangered
136446,1965,"""Very rare but believed to be stable or increasing"""
98098,2019,Near Threatened
98098,2008,Near Threatened
98098,1996,Vulnerable
98098,1994,Endangered
98098,1990,Rare
98098,1988,Rare
98098,1986,Rare
98098,1982,Rare
98098,1965,"""Status inadequately known-survey required or data sought"""
136448,2020,Vulnerable
136448,2008,Vulnerable
136448,2003,Near Threatened
136448,2000,Vulnerable
136448,1996,Vulnerable
136448,1994,Rare
136448,1990,Rare
136448,1988,Rare
136448,1986,Rare
136448,1982,Rare
136449,2021,Critically Endangered
136449,2020,Critically Endangered
136449,2008,Endangered
136449,2003,Endangered
136449,2000,Endangered
136449,1996,Endangered
136449,1994,Endangered
136449,1990,Endangered
136449,1988,Endangered
136449,1986,Endangered
136449,1982,Endangered
75838,2013,Vulnerable
75838,1996,Vulnerable
75838,1994,Vulnerable
75838,1990,Vulnerable
75838,1988,Vulnerable
75838,1986,Vulnerable
75838,1982,Vulnerable
136451,2019,Least Concern
136451,2008,Least Concern
136451,1996,Lower Risk/conservation dependent
136451,1990,Rare
137455,2022,Endangered
137455,2010,Endangered
137455,2003,Endangered
137455,1998,Endangered
137456,2022,Critically Endangered
137456,2010,Endangered
137456,2003,Endangered
137456,1998,Endangered
137457,2022,Endangered
137457,2010,Endangered
137457,2003,Endangered
137457,1998,Vulnerable
137458,2022,Near Threatened
137458,2010,Near Threatened
137458,2003,Least Concern
137458,1998,Rare
137459,2022,Near Threatened
137459,2010,Near Threatened
137459,2003,Near Threatened
137459,1998,Vulnerable
137460,2022,Vulnerable
137460,2010,Vulnerable
137460,2003,Vulnerable
137460,1998,Vulnerable
137461,2022,Endangered
137461,2010,Endangered
137461,2003,Endangered
137461,1998,Vulnerable
137462,2022,Vulnerable
137462,2010,Near Threatened
137462,2003,Near Threatened
137462,1998,Rare
137463,2022,Endangered
137463,2010,Endangered
137463,2003,Endangered
137463,1998,Rare
137464,2022,Near Threatened
137464,2010,Near Threatened
137464,2003,Near Threatened
137464,1998,Vulnerable
137465,2022,Vulnerable
137465,2010,Vulnerable
137465,2003,Vulnerable
137465,1998,Rare
137466,2022,Vulnerable
137466,2010,Vulnerable
137466,2003,Vulnerable
137466,1998,Vulnerable
137467,2022,Vulnerable
137467,2010,Vulnerable
137467,2003,Vulnerable
137467,1998,Vulnerable
137468,2022,Near Threatened
137468,2010,Least Concern
137468,2003,Least Concern
137468,1998,Rare
137469,2022,Vulnerable
137469,2010,Vulnerable
137469,2003,Vulnerable
137469,1998,Vulnerable
137470,2022,Endangered
137470,2010,Endangered
137470,2003,Vulnerable
137470,1998,Vulnerable
137471,2022,Least Concern
137471,2010,Least Concern
137471,2003,Least Concern
109184,2016,Endangered
109184,2013,Endangered
109184,2008,Endangered
109184,1996,Endangered
109184,1994,Endangered
109184,1990,Endangered
109184,1988,Endangered
109184,1986,Endangered
135255,2018,Endangered
135255,2017,Critically Endangered
135255,2016,Critically Endangered
135255,2015,Critically Endangered
135255,2013,Critically Endangered
135255,2012,Critically Endangered
135255,2010,Critically Endangered
135255,2009,Critically Endangered
135255,2008,Critically Endangered
135255,2005,Critically Endangered
135255,2004,Critically Endangered
135255,2000,Critically Endangered
135255,1996,Critically Endangered
135255,1994,Critically Endangered
135255,1988,Threatened
135256,2021,Vulnerable
135256,2017,Near Threatened
135256,2016,Near Threatened
135256,2013,Near Threatened
135256,2012,Near Threatened
135256,2008,Near Threatened
135256,2004,Near Threatened
135256,2000,Lower Risk/near threatened
135256,1994,Lower Risk/near threatened
135256,1988,Threatened
96626,2020,Endangered
96626,2008,Endangered
96626,2000,Vulnerable
96626,1996,Vulnerable
96626,1994,Endangered
96626,1990,Endangered
96626,1988,Endangered
96626,1986,Vulnerable
102353,2020,Extinct
102353,2008,Extinct
102353,2004,Extinct
102353,1996,Critically Endangered
102353,1994,Endangered
102353,1990,Endangered
102353,1988,Endangered
102353,1986,Endangered
128295,2019,Critically Endangered
128295,1996,Critically Endangered
128295,1994,Endangered
128295,1990,Endangered
128295,1988,Endangered
128295,1986,Endangered
128295,1982,Endangered
111422,2016,Near Threatened
111422,2015,Near Threatened
111422,2008,Vulnerable
111422,2002,Vulnerable
111422,1996,Data Deficient
111422,1994,Insufficiently Known
111422,1990,Indeterminate
111422,1988,Indeterminate
111422,1986,Indeterminate
129993,2020,Critically Endangered
129993,2019,Critically Endangered
129993,2016,Endangered
129993,2008,Endangered
101705,2016,Near Threatened
101705,2008,Vulnerable
101705,2002,Vulnerable
101705,1996,Data Deficient
101705,1994,Insufficiently Known
101705,1990,Insufficiently Known
101705,1988,Insufficiently Known
110139,2016,Vulnerable
110139,2012,Vulnerable
110139,2008,Vulnerable
110139,2004,Vulnerable
110139,2000,Vulnerable
110139,1996,Vulnerable
110139,1994,Vulnerable
110139,1988,Threatened
113753,2021,Endangered
113753,2016,Endangered
113753,2013,Endangered
113753,2012,Endangered
113753,2008,Endangered
113753,2007,Endangered
113753,2004,Endangered
113753,2000,Endangered
113753,1996,Endangered
113753,1994,Endangered
113753,1988,Threatened
100299,2019,Endangered
100299,2008,Endangered
100299,1996,Endangered
100299,1994,Endangered
100299,1990,Endangered
100299,1988,Endangered
100299,1986,Endangered
100299,1982,Endangered
96558,2021,Endangered
96558,2008,Vulnerable
96558,2003,Endangered
96558,2000,Endangered
96558,1996,Endangered
96558,1994,Endangered
96558,1990,Endangered
96558,1988,Endangered
96558,1986,Endangered
96558,1982,Endangered
136898,2019,Endangered
137474,2022,Vulnerable
137474,2010,Vulnerable
137474,2003,Near Threatened
137474,1998,Rare
135257,2020,Least Concern
135257,2016,Least Concern
135257,2012,Least Concern
135257,2009,Least Concern
135257,2008,Least Concern
135257,2004,Least Concern
135257,2000,Lower Risk/least concern
135257,1994,Lower Risk/least concern
135257,1988,Lower Risk/least concern
135258,2021,Least Concern
135258,2016,Least Concern
135258,2015,Least Concern
135258,2012,Least Concern
135258,2009,Least Concern
135258,2008,Least Concern
135258,2004,Least Concern
135258,2000,Lower Risk/least concern
135258,1994,Lower Risk/least concern
135258,1988,Lower Risk/least concern
135259,2016,Least Concern
135259,2012,Least Concern
135259,2009,Least Concern
135259,2008,Least Concern
135259,2004,Least Concern
135259,2000,Lower Risk/least concern
135259,1994,Lower Risk/least concern
135259,1988,Lower Risk/least concern
135260,2019,Least Concern
135260,2016,Least Concern
135260,2012,Least Concern
135260,2009,Least Concern
135260,2008,Least Concern
135260,2006,Least Concern
135260,2004,Not Recognized
135260,2000,Not Recognized
135260,1994,Not Recognized
135260,1988,Not Recognized
68351,2021,Least Concern
102062,2020,Critically Endangered
102062,2008,Critically Endangered
102062,2004,Critically Endangered
102062,1994,Rare
102062,1990,Rare
102062,1988,Rare
102062,1986,Rare
137487,2013,Vulnerable
135262,2021,Endangered
135262,2020,Endangered
135262,2017,Endangered
135262,2016,Endangered
135262,2015,Endangered
135262,2013,Least Concern
135262,2012,Least Concern
135262,2011,Least Concern
135262,2009,Least Concern
135262,2008,Least Concern
135262,2004,Least Concern
135262,2000,Lower Risk/least concern
135262,1994,Lower Risk/least concern
135262,1988,Lower Risk/least concern
135263,2016,Least Concern
135263,2013,Least Concern
135263,2012,Least Concern
135263,2009,Least Concern
135263,2008,Least Concern
135263,2004,Least Concern
135263,2000,Lower Risk/least concern
135263,1994,Lower Risk/least concern
135263,1988,Lower Risk/least concern
96636,2019,Near Threatened
96636,2008,Least Concern
96636,1996,Lower Risk/near threatened
96636,1994,Vulnerable
96636,1990,Insufficiently Known
96636,1988,Insufficiently Known
134558,2017,Least Concern
34941,2016,Least Concern
34941,2012,Least Concern
34941,2009,Least Concern
34941,2008,Least Concern
34941,2004,Least Concern
34941,2000,Lower Risk/least concern
34941,1994,Lower Risk/least concern
34941,1988,Lower Risk/least concern
135264,2016,Least Concern
135264,2012,Least Concern
135264,2009,Least Concern
135264,2008,Least Concern
135264,2004,Near Threatened
135264,2000,Lower Risk/near threatened
135264,1994,Lower Risk/least concern
135264,1988,Lower Risk/least concern
134559,2018,Least Concern
101707,2015,Vulnerable
101707,2008,Near Threatened
101707,2002,Vulnerable
101707,1996,Lower Risk/least concern
101707,1994,Insufficiently Known
70266,2021,Endangered
70266,1996,Vulnerable
96573,2020,Vulnerable
96573,2008,Vulnerable
96573,2000,Vulnerable
96573,1996,Vulnerable
96573,1994,Vulnerable
96573,1990,Vulnerable
96573,1988,Endangered
96573,1986,Vulnerable
135265,2021,Least Concern
135265,2016,Least Concern
135265,2015,Least Concern
135265,2013,Least Concern
135265,2012,Least Concern
135265,2009,Least Concern
135265,2008,Least Concern
135265,2004,Least Concern
135265,2000,Lower Risk/least concern
135265,1994,Lower Risk/least concern
135265,1988,Lower Risk/least concern
134561,2019,Least Concern
135266,2018,Least Concern
135266,2016,Least Concern
135266,2012,Least Concern
135266,2009,Least Concern
135266,2008,Least Concern
135266,2004,Least Concern
135266,2000,Lower Risk/least concern
135266,1994,Lower Risk/least concern
135266,1988,Lower Risk/least concern
96570,2020,Vulnerable
96570,2008,Least Concern
96570,2000,Lower Risk/least concern
96570,1996,Lower Risk/least concern
96570,1988,Not Threatened
130544,2020,Critically Endangered
130544,2019,Critically Endangered
130544,2008,Vulnerable
130544,2000,Vulnerable
130544,1996,Vulnerable
130544,1994,Vulnerable
130544,1988,Not Threatened
134562,2016,Least Concern
106122,2015,Endangered
106122,2008,Endangered
106122,2004,Endangered
106122,1996,Vulnerable
106122,1994,Vulnerable
106122,1990,Vulnerable
106122,1988,Vulnerable
106122,1986,Vulnerable
137519,2010,Vulnerable
137519,2003,Near Threatened
137519,1998,Vulnerable
137520,2010,Least Concern
137520,2003,Near Threatened
137521,2010,Endangered
137521,2003,Endangered
137521,1998,Vulnerable
137531,2022,Endangered
137531,2010,Least Concern
137531,2003,Data Deficient
137531,1998,Vulnerable
35410,2016,Least Concern
35410,2012,Least Concern
35410,2009,Least Concern
35410,2008,Least Concern
35410,2004,Least Concern
35410,2000,Lower Risk/least concern
35410,1994,Lower Risk/least concern
35410,1988,Lower Risk/least concern
54878,2020,Least Concern
54878,2016,Least Concern
54878,2012,Least Concern
54878,2009,Least Concern
54878,2008,Least Concern
54878,2004,Least Concern
54878,2000,Lower Risk/least concern
54878,1994,Lower Risk/least concern
54878,1988,Lower Risk/least concern
35415,2016,Least Concern
35415,2012,Least Concern
35415,2009,Least Concern
35415,2008,Least Concern
35415,2004,Least Concern
35415,2000,Lower Risk/least concern
35415,1994,Lower Risk/least concern
35415,1988,Lower Risk/least concern
135269,2016,Vulnerable
135269,2015,Vulnerable
135269,2013,Vulnerable
135269,2012,Vulnerable
135269,2008,Vulnerable
135269,2006,Vulnerable
135269,2004,Vulnerable
135269,2000,Vulnerable
135269,1996,Vulnerable
135269,1994,Vulnerable
135269,1988,Threatened
111094,2021,Vulnerable
111094,2016,Vulnerable
111094,2014,Vulnerable
135270,2021,Critically Endangered
135270,2018,Critically Endangered
135270,2016,Critically Endangered
135270,2015,Critically Endangered
135270,2012,Endangered
135270,2008,Near Threatened
135270,2007,Near Threatened
135270,2004,Least Concern
135270,2000,Lower Risk/least concern
135270,1994,Lower Risk/least concern
135270,1988,Lower Risk/least concern
135271,2021,Critically Endangered
135271,2017,Critically Endangered
135271,2016,Critically Endangered
135271,2015,Critically Endangered
135271,2014,Critically Endangered
135271,2013,Critically Endangered
135271,2012,Critically Endangered
135271,2010,Critically Endangered
135271,2009,Critically Endangered
135271,2008,Critically Endangered
135271,2004,Critically Endangered
135271,2000,Critically Endangered
135271,1994,Lower Risk/near threatened
135271,1988,Lower Risk/least concern
135272,2021,Vulnerable
135272,2016,Endangered
135272,2015,Endangered
135272,2014,Vulnerable
135272,2013,Vulnerable
135272,2012,Vulnerable
135272,2008,Vulnerable
135272,2006,Vulnerable
135272,2004,Vulnerable
135272,2000,Vulnerable
135272,1996,Vulnerable
135272,1994,Vulnerable
135272,1988,Threatened
98004,2021,Near Threatened
98004,2015,Near Threatened
98004,2008,Least Concern
98004,2004,Least Concern
98004,2000,Vulnerable
98004,1996,Lower Risk/least concern
135275,2016,Least Concern
135275,2012,Least Concern
135275,2009,Least Concern
135275,2008,Least Concern
135275,2004,Least Concern
135275,2000,Lower Risk/least concern
135275,1994,Lower Risk/least concern
135275,1988,Lower Risk/least concern
130002,2019,Vulnerable
130002,2008,Least Concern
130002,2000,Lower Risk/least concern
130002,1996,Lower Risk/least concern
130002,1988,Not Threatened
134566,2014,Least Concern
32369,2016,Least Concern
32369,2008,Least Concern
32369,2004,Least Concern
32369,1996,Lower Risk/least concern
41560,2016,Least Concern
41560,2008,Least Concern
41560,2004,Least Concern
41560,1996,Lower Risk/least concern
41560,1994,Vulnerable
41560,1990,Vulnerable
96587,2020,Endangered
96587,2008,Endangered
96587,2000,Vulnerable
96587,1996,Lower Risk/near threatened
96578,2020,Near Threatened
96578,2008,Near Threatened
96578,2000,Lower Risk/conservation dependent
96578,1996,Lower Risk/conservation dependent
96578,1994,Insufficiently Known
96578,1990,Insufficiently Known
96578,1988,Insufficiently Known
137572,2022,Least Concern
137572,2010,Least Concern
137572,2003,Least Concern
137573,2022,Least Concern
137573,2010,Least Concern
137573,2003,Least Concern
137573,1998,Vulnerable
137574,2022,Least Concern
137574,2010,Least Concern
137574,2003,Least Concern
137580,2013,Least Concern
54880,2020,Least Concern
54880,2016,Least Concern
54880,2012,Least Concern
54880,2009,Least Concern
54880,2008,Least Concern
54880,2004,Least Concern
54880,2000,Lower Risk/least concern
54880,1994,Lower Risk/least concern
54880,1988,Lower Risk/least concern
135276,2016,Least Concern
135276,2012,Least Concern
135276,2009,Least Concern
135276,2008,Least Concern
135276,2004,Least Concern
135276,2000,Lower Risk/least concern
135276,1994,Lower Risk/least concern
135276,1988,Lower Risk/least concern
135277,2021,Least Concern
135277,2020,Least Concern
135278,2020,Least Concern
135278,2018,Near Threatened
135278,2017,Near Threatened
135278,2016,Near Threatened
135278,2013,Near Threatened
135278,2012,Near Threatened
135278,2009,Near Threatened
135278,2008,Near Threatened
135278,2005,Near Threatened
135278,2004,Least Concern
135278,2000,Lower Risk/least concern
135278,1994,Lower Risk/least concern
135278,1988,Threatened
336,2018,Least Concern
336,1996,Lower Risk/near threatened
336,1994,Indeterminate
336,1990,Indeterminate
336,1988,Indeterminate
336,1986,Indeterminate
336,1985,Indeterminate
69679,2018,Near Threatened
69679,1996,Endangered
69679,1994,Vulnerable
69679,1990,Vulnerable
69679,1988,Vulnerable
69679,1986,Vulnerable
69679,1985,Vulnerable
69680,2018,Near Threatened
69680,1996,Lower Risk/least concern
69680,1994,Indeterminate
69680,1990,Indeterminate
69680,1988,Indeterminate
69680,1986,Indeterminate
69680,1985,Indeterminate
108911,2018,Near Threatened
108911,1996,Vulnerable
108911,1994,Indeterminate
108911,1990,Indeterminate
108911,1988,Indeterminate
108911,1986,Indeterminate
108911,1985,Indeterminate
33290,2018,Least Concern
33290,1996,Data Deficient
33290,1994,Insufficiently Known
33290,1990,Insufficiently Known
33290,1988,Insufficiently Known
33290,1986,Insufficiently Known
33290,1985,Insufficiently Known
33801,2018,Least Concern
62474,2021,Least Concern
62474,2019,Least Concern
137599,2021,Least Concern
137599,1998,Vulnerable
137599,1998,Lower Risk/near threatened
137600,2015,Endangered
137601,2015,Endangered
110591,2022,Vulnerable
110591,2016,Vulnerable
110591,2014,Vulnerable
110591,2012,Near Threatened
110591,2011,Near Threatened
110591,2008,Near Threatened
110591,2004,Near Threatened
110591,2000,Lower Risk/near threatened
110591,1996,Vulnerable
110591,1994,Vulnerable
110591,1988,Threatened
110590,2022,Near Threatened
110590,2016,Near Threatened
110590,2012,Near Threatened
110590,2008,Near Threatened
110590,2004,Near Threatened
110590,2000,Lower Risk/near threatened
110590,1994,Lower Risk/near threatened
110590,1988,Near Threatened
35400,2016,Least Concern
35400,2012,Least Concern
35400,2009,Least Concern
35400,2008,Least Concern
35400,2004,Least Concern
35400,2000,Lower Risk/least concern
35400,1994,Lower Risk/least concern
35400,1988,Lower Risk/least concern
136459,2008,Vulnerable
136459,1996,Vulnerable
136459,1994,Insufficiently Known
135279,2020,Endangered
135279,2018,Vulnerable
135279,2016,Vulnerable
135279,2013,Vulnerable
135279,2012,Near Threatened
135279,2009,Near Threatened
135279,2008,Least Concern
135279,2004,Least Concern
135279,2000,Lower Risk/least concern
135279,1994,Lower Risk/least concern
135279,1988,Lower Risk/least concern
38591,2016,Least Concern
38591,2014,Least Concern
98779,2017,Near Threatened
98779,2008,Near Threatened
98779,1996,Lower Risk/least concern
98780,2019,Near Threatened
98780,2017,Near Threatened
98780,2008,Near Threatened
98780,1996,Vulnerable
134370,2021,Endangered
134370,2020,Endangered
134370,2008,Endangered
134370,2000,Vulnerable
134370,1996,Vulnerable
134370,1994,Vulnerable
134370,1990,Vulnerable
134370,1988,Vulnerable
134370,1986,Rare
134370,1965,"""Status inadequately known-survey required or data sought"""
135280,2020,Endangered
135280,2016,Vulnerable
135280,2013,Vulnerable
135280,2012,Vulnerable
135280,2011,Vulnerable
135280,2009,Least Concern
135280,2008,Least Concern
135280,2004,Least Concern
135280,2000,Lower Risk/least concern
135280,1994,Lower Risk/least concern
135280,1988,Lower Risk/least concern
135281,2016,Least Concern
135281,2012,Least Concern
135281,2009,Least Concern
135281,2008,Least Concern
135281,2004,Least Concern
135281,2002,Least Concern
135281,2000,Not Recognized
135281,1994,Not Recognized
135281,1988,Not Recognized
135282,2020,Least Concern
135282,2016,Least Concern
135282,2012,Least Concern
135282,2009,Least Concern
135282,2008,Least Concern
135282,2004,Least Concern
135282,2000,Lower Risk/least concern
135282,1994,Lower Risk/least concern
135282,1988,Lower Risk/least concern
32955,2016,Least Concern
32955,2014,Least Concern
34922,2021,Least Concern
34922,2016,Least Concern
34922,2015,Least Concern
34922,2013,Least Concern
34922,2012,Least Concern
34922,2009,Least Concern
34922,2008,Least Concern
34922,2004,Least Concern
34922,2000,Lower Risk/least concern
34922,1994,Not Recognized
34922,1988,Not Recognized
135283,2020,Endangered
135283,2016,Near Threatened
135283,2012,Near Threatened
135283,2009,Near Threatened
135283,2008,Least Concern
135283,2006,Least Concern
135283,2004,Least Concern
135283,2000,Lower Risk/least concern
135283,1994,Lower Risk/least concern
135283,1988,Lower Risk/least concern
135285,2021,Critically Endangered
135285,2016,Critically Endangered
135285,2015,Critically Endangered
135285,2012,Vulnerable
135285,2008,Vulnerable
135285,2007,Vulnerable
135285,2004,Least Concern
135285,2000,Lower Risk/least concern
135285,1994,Lower Risk/least concern
135285,1988,Lower Risk/least concern
134570,2011,Least Concern
134571,2013,Data Deficient
33802,2018,Least Concern
132156,2018,Near Threatened
33804,2018,Least Concern
33808,2018,Least Concern
33811,2018,Least Concern
