15,1960,54208
15,1961,55434
15,1962,56234
15,1963,56699
15,1964,57029
15,1965,57357
15,1966,57702
15,1967,58044
15,1968,58377
15,1969,58734
15,1970,59070
15,1971,59442
15,1972,59849
15,1973,60236
15,1974,60527
15,1975,60653
15,1976,60586
15,1977,60366
15,1978,60102
15,1979,59972
15,1980,60097
15,1981,60561
15,1982,61341
15,1983,62213
15,1984,62826
15,1985,63024
15,1986,62645
15,1987,61838
15,1988,61072
15,1989,61033
15,1990,62152
15,1991,64623
15,1992,68240
15,1993,72495
15,1994,76705
15,1995,80324
15,1996,83211
15,1997,85450
15,1998,87280
15,1999,89009
15,2000,90866
15,2001,92892
15,2002,94992
15,2003,97016
15,2004,98744
15,2005,100028
15,2006,100830
15,2007,101226
15,2008,101362
15,2009,101452
15,2010,101665
15,2011,102050
15,2012,102565
15,2013,103165
15,2014,103776
15,2015,104339
15,2016,104865
15,2017,105361
15,2018,105846
15,2019,106310
15,2020,106766
15,2021,107195
1,1960,8996967
1,1961,9169406
1,1962,9351442
1,1963,9543200
1,1964,9744772
1,1965,9956318
1,1966,10174840
1,1967,10399936
1,1968,10637064
1,1969,10893772
1,1970,11173654
1,1971,11475450
1,1972,11791222
1,1973,12108963
1,1974,12412960
1,1975,12689164
1,1976,12943093
1,1977,13171294
1,1978,13341199
1,1979,13411060
1,1980,13356500
1,1981,13171679
1,1982,12882518
1,1983,12537732
1,1984,12204306
1,1985,11938204
1,1986,11736177
1,1987,11604538
1,1988,11618008
1,1989,11868873
1,1990,12412311
1,1991,13299016
1,1992,14485543
1,1993,15816601
1,1994,17075728
1,1995,18110662
1,1996,18853444
1,1997,19357126
1,1998,19737770
1,1999,20170847
1,2000,20779957
1,2001,21606992
1,2002,22600774
1,2003,23680871
1,2004,24726689
1,2005,25654274
1,2006,26433058
1,2007,27100542
1,2008,27722281
1,2009,28394806
1,2010,29185511
1,2011,30117411
1,2012,31161378
1,2013,32269592
1,2014,33370804
1,2015,34413603
1,2016,35383028
1,2017,36296111
1,2018,37171922
1,2019,38041757
1,2020,38928341
1,2021,39835428
2,1960,227233184
2,1961,232567007
2,1962,238121604
2,1963,243893375
2,1964,249873656
2,1965,256059849
2,1966,262454482
2,1967,269072404
2,1968,275937546
2,1969,283080501
2,1970,290526233
2,1971,298284475
2,1972,306359650
2,1973,314761504
2,1974,323500333
2,1975,332583481
2,1976,342018937
2,1977,351808760
2,1978,361939456
2,1979,372404237
2,1980,383188215
2,1981,394281992
2,1982,405688898
2,1983,417425712
2,1984,429521914
2,1985,441988004
2,1986,454835677
2,1987,468053103
2,1988,481594337
2,1989,495407422
2,1990,509451875
2,1991,523726960
2,1992,538246439
2,1993,553020385
2,1994,568072070
2,1995,583413287
2,1996,599067774
2,1997,615054341
2,1998,631400703
2,1999,648148338
2,2000,665327588
2,2001,682956023
2,2002,701066197
2,2003,719716165
2,2004,738983247
2,2005,758924664
2,2006,779566846
2,2007,800908567
2,2008,822945490
2,2009,845655209
2,2010,869025115
2,2011,893045863
2,2012,917725880
2,2013,943039474
2,2014,968958352
2,2015,995458498
2,2016,1022530245
2,2017,1050162810
2,2018,1078319512
2,2019,1106957870
2,2020,1136046775
2,2021,1165563987
8,1960,5454938
8,1961,5531451
8,1962,5608499
8,1963,5679409
8,1964,5734995
8,1965,5770573
8,1966,5781305
8,1967,5774440
8,1968,5771973
8,1969,5803677
8,1970,5890360
8,1971,6041239
8,1972,6248965
8,1973,6497283
8,1974,6761623
8,1975,7023994
8,1976,7279630
8,1977,7533814
8,1978,7790774
8,1979,8058112
8,1980,8341290
8,1981,8640478
8,1982,8952971
8,1983,9278104
8,1984,9614756
8,1985,9961993
8,1986,10320116
8,1987,10689247
8,1988,11068051
8,1989,11454784
8,1990,11848385
8,1991,12248901
8,1992,12657361
8,1993,13075044
8,1994,13503753
8,1995,13945205
8,1996,14400722
8,1997,14871572
8,1998,15359600
8,1999,15866871
8,2000,16395477
8,2001,16945753
8,2002,17519418
8,2003,18121477
8,2004,18758138
8,2005,19433604
8,2006,20149905
8,2007,20905360
8,2008,21695636
8,2009,22514275
8,2010,23356247
8,2011,24220660
8,2012,25107925
8,2013,26015786
8,2014,26941773
8,2015,27884380
8,2016,28842482
8,2017,29816769
8,2018,30809787
8,2019,31825299
8,2020,32866268
8,2021,33933611
4,1960,1608800
4,1961,1659800
4,1962,1711319
4,1963,1762621
4,1964,1814135
4,1965,1864791
4,1966,1914573
4,1967,1965598
4,1968,2022272
4,1969,2081695
4,1970,2135479
4,1971,2187853
4,1972,2243126
4,1973,2296752
4,1974,2350124
4,1975,2404831
4,1976,2458526
4,1977,2513546
4,1978,2566266
4,1979,2617832
4,1980,2671997
4,1981,2726056
4,1982,2784278
4,1983,2843960
4,1984,2904429
4,1985,2964762
4,1986,3022635
4,1987,3083605
4,1988,3142336
4,1989,3227943
4,1990,3286542
4,1991,3266790
4,1992,3247039
4,1993,3227287
4,1994,3207536
4,1995,3187784
4,1996,3168033
4,1997,3148281
4,1998,3128530
4,1999,3108778
4,2000,3089027
4,2001,3060173
4,2002,3051010
4,2003,3039616
4,2004,3026939
4,2005,3011487
4,2006,2992547
4,2007,2970017
4,2008,2947314
4,2009,2927519
4,2010,2913021
4,2011,2905195
4,2012,2900401
4,2013,2895092
4,2014,2889104
4,2015,2880703
4,2016,2876101
4,2017,2873457
4,2018,2866376
4,2019,2854191
4,2020,2837849
4,2021,2811666
7,1960,13410
7,1961,14378
7,1962,15379
7,1963,16407
7,1964,17466
7,1965,18542
7,1966,19646
7,1967,20760
